model;size;cluster_prob;pattern_id;cost;time_s;loose_ends;skeins_used;cuts;floats
f1s;25x25;0.5;19;843.023;0.00133;4;2;0;243
f1s;25x25;0.5;20;808.695;0.00076;4;2;0;225
f1s;50x50;0.5;1;3284.873;0.002;4;2;0;910
f1s;50x50;0.5;2;3290.761;0.00211;6;2;1;902
f1s;50x50;0.5;3;3186.925;0.00192;6;2;1;844
f1s;50x50;0.5;4;3238.514;0.00247;4;2;0;884
f1s;50x50;0.5;5;3260.653;0.00257;4;2;0;908
f1s;50x50;0.5;6;3263.157;0.00291;4;2;0;890
f1s;50x50;0.5;7;3250.794;0.00215;6;2;1;897
f1s;50x50;0.5;8;3234.982;0.00196;4;2;0;879
f1s;50x50;0.5;9;3309.155;0.00202;4;2;0;921
f1s;50x50;0.5;10;3264.65;0.00194;4;2;0;923
f1s;50x50;0.5;11;3272.518;0.00196;4;2;0;909
f1s;50x50;0.5;12;3224.121;0.00269;4;2;0;883
f1s;50x50;0.5;13;3271.33;0.00237;6;2;1;909
f1s;50x50;0.5;14;3246.468;0.00243;4;2;0;893
f1s;50x50;0.5;15;3294.658;0.00211;4;2;0;928
f1s;50x50;0.5;16;3286.02;0.00211;4;2;0;905
f1s;50x50;0.5;17;3241.054;0.00229;6;2;1;894
f1s;50x50;0.5;18;3251.711;0.00236;4;2;0;902
f1s;50x50;0.5;19;3247.172;0.00233;6;2;1;873
f1s;50x50;0.5;20;3207.982;0.00253;4;2;0;859
f1s;100x100;0.5;1;13306.369;0.00756;4;2;0;3586
f1s;100x100;0.5;2;13329.36;0.00765;6;2;1;3642
f1s;100x100;0.5;3;13413.015;0.00762;4;2;0;3692
f1s;100x100;0.5;4;13330.755;0.00809;4;2;0;3636
f1s;100x100;0.5;5;13308.911;0.00771;4;2;0;3569
f1s;100x100;0.5;6;13267.022;0.00789;6;2;1;3604
f1s;100x100;0.5;7;13297.451;0.00759;6;2;1;3615
f1s;100x100;0.5;8;13156.941;0.00788;10;2;3;3508
f1s;100x100;0.5;9;13313.383;0.00785;8;2;2;3651
f1s;100x100;0.5;10;13257.785;0.00789;8;2;2;3629
f1s;100x100;0.5;11;13282.597;0.00767;4;2;0;3621
f1s;100x100;0.5;12;13452.229;0.00894;4;2;0;3729
f1s;100x100;0.5;13;13321.031;0.00756;4;2;0;3605
f1s;100x100;0.5;14;13349.576;0.00904;4;2;0;3682
f1s;100x100;0.5;15;13327.596;0.00794;8;2;2;3588
f1s;100x100;0.5;16;13409.51;0.00896;4;2;0;3727
f1s;100x100;0.5;17;13359.843;0.00793;6;2;1;3660
f1s;100x100;0.5;18;13384.8;0.00776;4;2;0;3664
f1s;100x100;0.5;19;13281.341;0.00779;6;2;1;3589
f1s;100x100;0.5;20;13452.808;0.01119;4;2;0;3733
f1s;25x25;0.75;1;726.222;0.00128;4;2;0;181
f1s;25x25;0.75;2;684.198;0.0012;4;2;0;151
f1s;25x25;0.75;3;560.116;0.0008;4;2;0;120
f1s;25x25;0.75;4;661.959;0.00093;4;2;0;146
f1s;25x25;0.75;5;698.995;0.0007;4;2;0;164
f1s;25x25;0.75;6;680.738;0.00105;4;2;0;169
f1s;25x25;0.75;7;665.407;0.00118;4;2;0;141
f1s;25x25;0.75;8;745.172;0.00144;4;2;0;188
f1s;25x25;0.75;9;731.278;0.00144;4;2;0;184
f1s;25x25;0.75;10;751.223;0.00095;4;2;0;182
f1s;25x25;0.75;11;648.829;0.00064;4;2;0;138
f1s;25x25;0.75;12;740.942;0.00091;4;2;0;185
f1s;25x25;0.75;13;671.92;0.00115;4;2;0;163
f1s;25x25;0.75;14;714.308;0.00072;4;2;0;165
f1s;25x25;0.75;15;626.949;0.00073;4;2;0;157
f1s;25x25;0.75;16;694.506;0.00067;4;2;0;186
f1s;25x25;0.75;17;697.39;0.00061;4;2;0;155
f1s;25x25;0.75;18;683.445;0.0007;4;2;0;151
f1s;25x25;0.75;19;669.176;0.00061;4;2;0;149
f1s;25x25;0.75;20;671.159;0.00105;6;2;1;156
f1s;50x50;0.75;1;2792.274;0.00209;10;2;3;632
f1s;50x50;0.75;2;2954.986;0.00333;4;2;0;661
f1s;50x50;0.75;3;2957.141;0.00301;4;2;0;671
f1s;50x50;0.75;4;2928.81;0.00274;10;2;3;645
f1s;50x50;0.75;5;2980.302;0.00283;4;2;0;676
f1s;50x50;0.75;6;2916.916;0.00305;6;2;1;652
f1s;50x50;0.75;7;2962.963;0.00284;6;2;1;664
f1s;50x50;0.75;8;2891.071;0.00346;4;2;0;642
f1s;50x50;0.75;9;2985.279;0.002;4;2;0;713
f1s;50x50;0.75;10;2831.812;0.00308;6;2;1;644
f1s;50x50;0.75;11;2885.409;0.00218;6;2;1;628
f1s;50x50;0.75;12;2988.656;0.00269;4;2;0;658
f1s;50x50;0.75;13;2929.252;0.0032;8;2;2;670
f1s;50x50;0.75;14;2990.449;0.00282;4;2;0;683
f1s;50x50;0.75;15;2887.876;0.00281;6;2;1;649
f1s;50x50;0.75;16;2942.207;0.00298;6;2;1;679
f1s;50x50;0.75;17;2969.168;0.00228;6;2;1;663
f1s;50x50;0.75;18;2956.602;0.00272;4;2;0;671
f1s;50x50;0.75;19;2945.345;0.00235;8;2;2;668
f1s;50x50;0.75;20;2936.539;0.00301;8;2;2;677
f1s;100x100;0.75;1;12172.139;0.0079;22;2;9;2677
f1s;100x100;0.75;2;12246.053;0.00756;22;2;9;2717
f1s;100x100;0.75;3;12137.733;0.00743;16;2;6;2712
f1s;100x100;0.75;4;12171.012;0.00741;6;2;1;2707
f1s;100x100;0.75;5;12260.647;0.00738;10;2;3;2678
f1s;100x100;0.75;6;12126.855;0.00748;6;2;1;2596
f1s;100x100;0.75;7;12244.997;0.00828;8;2;2;2717
f1s;100x100;0.75;8;12058.755;0.00728;18;2;7;2618
f1s;100x100;0.75;9;12205.497;0.00726;18;2;7;2677
f1s;100x100;0.75;10;12183.494;0.00739;22;2;9;2644
f1s;100x100;0.75;11;12258.008;0.00752;12;2;4;2715
f1s;100x100;0.75;12;12236.558;0.00772;22;2;9;2738
f1s;100x100;0.75;13;12234.643;0.01079;14;2;5;2725
f1s;100x100;0.75;14;12222.173;0.00728;14;2;5;2736
f1s;100x100;0.75;15;12277.537;0.00709;18;2;7;2761
f1s;100x100;0.75;16;12193.899;0.00755;16;2;6;2683
f1s;100x100;0.75;17;12268.919;0.00734;16;2;6;2761
f1s;100x100;0.75;18;12239.186;0.0074;16;2;6;2743
f1s;100x100;0.75;19;12325.6;0.00738;18;2;7;2796
f1s;100x100;0.75;20;12279.485;0.00739;18;2;7;2733
f1s;25x25;0.95;1;485.561;0.00123;4;2;0;89
f1s;25x25;0.95;2;495.874;0.00101;4;2;0;81
f1s;25x25;0.95;3;335.946;0.00067;6;2;1;50
f1s;25x25;0.95;4;430.42;0.00065;6;2;1;74
f1s;25x25;0.95;5;488.817;0.00106;6;2;1;71
f1s;25x25;0.95;6;377.145;0.00063;4;2;0;61
f1s;25x25;0.95;7;415.627;0.00093;6;2;1;79
f1s;25x25;0.95;8;476.92;0.00103;4;2;0;88
f1s;25x25;0.95;9;194.959;0.00068;6;2;1;47
f1s;25x25;0.95;10;396.874;0.00066;4;2;0;72
f1s;25x25;0.95;11;293.305;0.00143;4;2;0;51
f1s;25x25;0.95;12;351.807;0.00149;4;2;0;60
f1s;25x25;0.95;13;321.928;0.001;8;2;2;60
f1s;25x25;0.95;14;355.881;0.00065;4;2;0;60
f1s;25x25;0.95;15;276.363;0.00078;4;2;0;53
f1s;25x25;0.95;16;397.765;0.00089;4;2;0;66
f1s;25x25;0.95;17;422.078;0.00062;4;2;0;86
f1s;25x25;0.95;18;347.768;0.00061;4;2;0;56
f1s;25x25;0.95;19;366.327;0.00063;4;2;0;59
f1s;25x25;0.95;20;388.727;0.00072;4;2;0;81
f1s;50x50;0.95;1;1878.329;0.00183;24;2;10;262
f1s;50x50;0.95;2;2071.179;0.00181;30;2;13;304
f1s;50x50;0.95;3;2094.984;0.00268;22;2;9;360
f1s;50x50;0.95;4;1293.185;0.00356;30;2;13;190
f1s;50x50;0.95;5;2189.451;0.00219;16;2;6;344
f1s;50x50;0.95;6;1938.987;0.00181;18;2;7;311
f1s;50x50;0.95;7;2060.197;0.00177;16;2;6;322
f1s;50x50;0.95;8;2205.267;0.00203;16;2;6;349
f1s;50x50;0.95;9;2029.149;0.00187;22;2;9;301
f1s;50x50;0.95;10;2096.721;0.00276;24;2;10;330
f1s;50x50;0.95;11;2216.566;0.00313;22;2;9;329
f1s;50x50;0.95;12;1904.253;0.00187;22;2;9;288
f1s;50x50;0.95;13;2162.264;0.00172;14;2;5;355
f1s;50x50;0.95;14;1692.272;0.00257;40;2;18;233
f1s;50x50;0.95;15;1800.766;0.00268;22;2;9;278
f1s;50x50;0.95;16;2195.772;0.00246;22;2;9;340
f1s;50x50;0.95;17;1903.069;0.00293;28;2;12;268
f1s;50x50;0.95;18;1870.079;0.00272;28;2;12;266
f1s;50x50;0.95;19;2053.293;0.00182;32;2;14;334
f1s;50x50;0.95;20;1516.257;0.00169;48;2;22;189
f1s;100x100;0.95;1;9597.289;0.00673;136;2;66;1255
f1s;100x100;0.95;2;8957.572;0.00639;156;2;76;1131
f1s;100x100;0.95;3;9518.501;0.00654;162;2;79;1228
f1s;100x100;0.95;4;9600.653;0.0067;154;2;75;1278
f1s;100x100;0.95;5;9748.965;0.00668;124;2;60;1281
f1s;100x100;0.95;6;9451.925;0.00755;120;2;58;1240
f1s;100x100;0.95;7;9394.296;0.00662;114;2;55;1285
f1s;100x100;0.95;8;9442.565;0.00663;132;2;64;1281
f1s;100x100;0.95;9;9105.814;0.00643;176;2;86;1158
f1s;100x100;0.95;10;9251.246;0.0065;188;2;92;1189
f1s;100x100;0.95;11;9278.386;0.00763;178;2;87;1215
f1s;100x100;0.95;12;9748.967;0.00656;80;2;38;1376
f1s;100x100;0.95;13;9349.457;0.00651;134;2;65;1253
f1s;100x100;0.95;14;9779.207;0.00684;112;2;54;1348
f1s;100x100;0.95;15;10027.865;0.00661;112;2;54;1390
f1s;100x100;0.95;16;9735.233;0.00651;88;2;42;1378
f1s;100x100;0.95;17;9482.019;0.00655;130;2;63;1328
f1s;100x100;0.95;18;9773.849;0.00654;114;2;55;1303
f1s;100x100;0.95;19;8917.03;0.00661;130;2;63;1193
f1s;100x100;0.95;20;9076.165;0.00674;146;2;71;1185
f2s;25x25;0.05;1;923.13;0.00096;8;4;0;324
f2s;25x25;0.05;2;863.914;0.00083;8;4;0;305
f2s;25x25;0.05;3;871.202;0.0008;8;4;0;305
f2s;25x25;0.05;4;860.173;0.00076;8;4;0;291
f2s;25x25;0.05;5;881.812;0.00086;8;4;0;304
f2s;25x25;0.05;6;894.404;0.0008;8;4;0;304
f2s;25x25;0.05;7;859.573;0.00102;8;4;0;304
f2s;25x25;0.05;8;919.022;0.00192;8;4;0;306
f2s;25x25;0.05;9;840.232;0.00176;8;4;0;279
f2s;25x25;0.05;10;895.693;0.001;8;4;0;290
f2s;25x25;0.05;11;926.831;0.00166;8;4;0;304
f2s;25x25;0.05;12;902.542;0.0014;8;4;0;296
f2s;25x25;0.05;13;877.468;0.00089;8;4;0;294
f2s;25x25;0.05;14;870.153;0.00087;8;4;0;301
f2s;25x25;0.05;15;899.63;0.00122;8;4;0;317
f2s;25x25;0.05;16;865.528;0.00093;8;4;0;283
f2s;25x25;0.05;17;831.544;0.0008;8;4;0;291
f2s;25x25;0.05;18;896.424;0.00086;8;4;0;303
f2s;25x25;0.05;19;926.221;0.00076;8;4;0;332
f2s;25x25;0.05;20;848.83;0.00083;8;4;0;292
f2s;50x50;0.05;1;3489.417;0.00263;8;4;0;1199
f2s;50x50;0.05;2;3516.935;0.00343;8;4;0;1216
f2s;50x50;0.05;3;3495.667;0.00282;8;4;0;1211
f2s;50x50;0.05;4;3524.598;0.00257;8;4;0;1216
f2s;50x50;0.05;5;3539.023;0.00262;8;4;0;1207
f2s;50x50;0.05;6;3613.741;0.00252;8;4;0;1251
f2s;50x50;0.05;7;3601.707;0.00328;8;4;0;1220
f2s;50x50;0.05;8;3498.657;0.00347;8;4;0;1181
f2s;50x50;0.05;9;3578.974;0.00263;8;4;0;1224
f2s;50x50;0.05;10;3571.621;0.00257;8;4;0;1212
f2s;50x50;0.05;11;3452.947;0.00253;8;4;0;1192
f2s;50x50;0.05;12;3539.146;0.003;8;4;0;1219
f2s;50x50;0.05;13;3652.683;0.00286;8;4;0;1208
f2s;50x50;0.05;14;3526.037;0.0026;8;4;0;1185
f2s;50x50;0.05;15;3531.138;0.00244;8;4;0;1235
f2s;50x50;0.05;16;3605.615;0.00255;8;4;0;1270
f2s;50x50;0.05;17;3570.589;0.00374;8;4;0;1258
f2s;50x50;0.05;18;3600.474;0.00361;8;4;0;1236
f2s;50x50;0.05;19;3593.793;0.00266;8;4;0;1246
f2s;50x50;0.05;20;3582.151;0.00262;8;4;0;1209
f2s;100x100;0.05;1;14365.97;0.00945;8;4;0;4793
f2s;100x100;0.05;2;14520.797;0.01163;8;4;0;4911
f2s;100x100;0.05;3;14576.962;0.01;8;4;0;4924
f2s;100x100;0.05;4;14575.316;0.00959;8;4;0;4870
f2s;100x100;0.05;5;14536.102;0.00987;8;4;0;4882
f2s;100x100;0.05;6;14532.858;0.01077;8;4;0;4834
f2s;100x100;0.05;7;14746.75;0.0105;10;4;1;4952
f2s;100x100;0.05;8;14493.853;0.00943;8;4;0;4805
f2s;100x100;0.05;9;14325.791;0.01016;8;4;0;4853
f2s;100x100;0.05;10;14608.123;0.0106;8;4;0;4913
f2s;100x100;0.05;11;14585.336;0.01054;8;4;0;4874
f2s;100x100;0.05;12;14526.984;0.00967;8;4;0;4944
f2s;100x100;0.05;13;14248.657;0.00992;8;4;0;4809
f2s;100x100;0.05;14;14597.921;0.00968;8;4;0;4947
f2s;100x100;0.05;15;14479.999;0.00947;8;4;0;4875
f2s;100x100;0.05;16;14583.096;0.00989;8;4;0;4929
f2s;100x100;0.05;17;14484.941;0.00965;8;4;0;4860
f2s;100x100;0.05;18;14351.943;0.0109;8;4;0;4881
f2s;100x100;0.05;19;14408.189;0.01016;8;4;0;4891
f2s;100x100;0.05;20;14540.593;0.01438;8;4;0;4868
f2s;25x25;0.25;1;799.56;0.00102;8;4;0;282
f2s;25x25;0.25;2;832.746;0.00143;8;4;0;279
f2s;25x25;0.25;3;844.651;0.00072;8;4;0;273
f2s;25x25;0.25;4;777.665;0.00076;8;4;0;250
f2s;25x25;0.25;5;818.03;0.00111;8;4;0;271
f2s;25x25;0.25;6;836.283;0.00141;8;4;0;268
f2s;25x25;0.25;7;859.194;0.00086;8;4;0;282
f2s;25x25;0.25;8;829.035;0.00073;8;4;0;266
f2s;25x25;0.25;9;827.807;0.00143;8;4;0;264
f2s;25x25;0.25;10;825.816;0.00204;8;4;0;276
f2s;25x25;0.25;11;769.375;0.00109;8;4;0;254
f2s;25x25;0.25;12;832.58;0.00079;8;4;0;258
f2s;25x25;0.25;13;840.535;0.00075;8;4;0;243
f2s;25x25;0.25;14;798.617;0.00101;8;4;0;259
f2s;25x25;0.25;15;833.024;0.00082;8;4;0;288
f2s;25x25;0.25;16;811.29;0.00078;8;4;0;254
f2s;25x25;0.25;17;805.638;0.00077;8;4;0;268
f2s;25x25;0.25;18;825.198;0.00092;8;4;0;272
f2s;25x25;0.25;19;824.894;0.00081;8;4;0;279
f2s;25x25;0.25;20;834.124;0.00079;8;4;0;255
f2s;50x50;0.25;1;3346.511;0.00302;8;4;0;1097
f2s;50x50;0.25;2;3359.228;0.00316;8;4;0;1105
f2s;50x50;0.25;3;3548.522;0.00245;8;4;0;1115
f2s;50x50;0.25;4;3342.486;0.00272;8;4;0;1106
f2s;50x50;0.25;5;3425.934;0.00244;8;4;0;1092
f2s;50x50;0.25;6;3358.678;0.00305;8;4;0;1041
f2s;50x50;0.25;7;3327.996;0.00322;8;4;0;1102
f2s;50x50;0.25;8;3298.017;0.00292;8;4;0;1074
f2s;50x50;0.25;9;3421.577;0.00246;8;4;0;1098
f2s;50x50;0.25;10;3384.855;0.00309;8;4;0;1114
f2s;50x50;0.25;11;3406.299;0.00474;8;4;0;1089
f2s;50x50;0.25;12;3433.281;0.00414;8;4;0;1072
f2s;50x50;0.25;13;3385.197;0.00317;8;4;0;1083
f2s;50x50;0.25;14;3463.795;0.00289;8;4;0;1127
f2s;50x50;0.25;15;3435.942;0.00302;8;4;0;1116
f2s;50x50;0.25;16;3331.235;0.00317;8;4;0;1074
f2s;50x50;0.25;17;3404.814;0.00318;8;4;0;1075
f2s;50x50;0.25;18;3459.745;0.00255;8;4;0;1059
f2s;50x50;0.25;19;3380.56;0.00274;8;4;0;1108
f2s;50x50;0.25;20;3388.396;0.00289;8;4;0;1078
f2s;100x100;0.25;1;13684.369;0.0092;8;4;0;4280
f2s;100x100;0.25;2;14075.096;0.00943;8;4;0;4322
f2s;100x100;0.25;3;13870.022;0.00915;8;4;0;4323
f2s;100x100;0.25;4;13756.862;0.00931;8;4;0;4332
f2s;100x100;0.25;5;13760.414;0.00923;8;4;0;4239
f2s;100x100;0.25;6;13929.717;0.00983;8;4;0;4330
f2s;100x100;0.25;7;14008.786;0.00955;8;4;0;4294
f2s;100x100;0.25;8;13750.546;0.00925;8;4;0;4316
f2s;100x100;0.25;9;13618.333;0.00938;8;4;0;4291
f2s;100x100;0.25;10;13929.008;0.00922;8;4;0;4350
f2s;100x100;0.25;11;13804.191;0.00996;10;4;1;4353
f2s;100x100;0.25;12;13787.574;0.00931;8;4;0;4309
f2s;100x100;0.25;13;13989.148;0.0104;8;4;0;4433
f2s;100x100;0.25;14;14070.685;0.01342;8;4;0;4398
f2s;100x100;0.25;15;14136.86;0.00931;8;4;0;4368
f2s;100x100;0.25;16;14017.693;0.00964;8;4;0;4248
f2s;100x100;0.25;17;14041.296;0.0094;10;4;1;4361
f2s;100x100;0.25;18;14022.339;0.01008;10;4;1;4362
f2s;100x100;0.25;19;14183.137;0.00923;8;4;0;4450
f2s;100x100;0.25;20;13789.016;0.0104;10;4;1;4353
f2s;25x25;0.5;1;681.033;0.00099;8;4;0;204
f2s;25x25;0.5;2;803.804;0.00081;8;4;0;225
f2s;25x25;0.5;3;749.276;0.0008;8;4;0;210
f2s;25x25;0.5;4;752.544;0.00089;8;4;0;226
f2s;25x25;0.5;5;759.684;0.00141;8;4;0;227
f2s;25x25;0.5;6;726.784;0.00095;8;4;0;221
f2s;25x25;0.5;7;767.503;0.00082;8;4;0;221
f2s;25x25;0.5;8;736.149;0.00075;8;4;0;227
f2s;25x25;0.5;9;761.932;0.00109;8;4;0;221
f2s;25x25;0.5;10;780.687;0.00121;8;4;0;243
f2s;25x25;0.5;11;773.086;0.00086;8;4;0;238
f2s;25x25;0.5;12;710.959;0.00114;8;4;0;213
f2s;25x25;0.5;13;693.359;0.00077;8;4;0;219
f2s;25x25;0.5;14;731.628;0.00078;8;4;0;210
f2s;25x25;0.5;15;742.605;0.00075;8;4;0;219
f2s;25x25;0.5;16;788.414;0.00115;8;4;0;232
f2s;25x25;0.5;17;724.881;0.00087;8;4;0;231
f2s;25x25;0.5;18;691.792;0.00126;8;4;0;212
f2s;25x25;0.5;19;748.978;0.00119;8;4;0;241
f2s;25x25;0.5;20;745.65;0.00139;8;4;0;223
f2s;50x50;0.5;1;3203.301;0.00262;8;4;0;908
f2s;50x50;0.5;2;2998.611;0.00237;8;4;0;901
f2s;50x50;0.5;3;2997.529;0.00223;8;4;0;843
f2s;50x50;0.5;4;3075.059;0.00236;8;4;0;882
f2s;50x50;0.5;5;3093.817;0.0024;8;4;0;906
f2s;50x50;0.5;6;3112.92;0.0032;8;4;0;888
f2s;50x50;0.5;7;3051.647;0.00245;8;4;0;896
f2s;50x50;0.5;8;3012.854;0.00242;8;4;0;877
f2s;50x50;0.5;9;3069.79;0.00238;8;4;0;919
f2s;50x50;0.5;10;3087.918;0.00239;8;4;0;921
f2s;50x50;0.5;11;3065.576;0.00244;8;4;0;907
f2s;50x50;0.5;12;3039.37;0.00358;8;4;0;881
f2s;50x50;0.5;13;3092.404;0.0024;8;4;0;908
f2s;50x50;0.5;14;3052.924;0.00236;8;4;0;891
f2s;50x50;0.5;15;3209.275;0.00259;8;4;0;926
f2s;50x50;0.5;16;3078.189;0.00284;8;4;0;903
f2s;50x50;0.5;17;3034.125;0.00318;10;4;1;892
f2s;50x50;0.5;18;3021.827;0.00309;8;4;0;900
f2s;50x50;0.5;19;3065.343;0.00249;8;4;0;872
f2s;50x50;0.5;20;3216.811;0.00241;8;4;0;857
f2s;100x100;0.5;1;12778.4;0.00877;8;4;0;3584
f2s;100x100;0.5;2;12724.05;0.00962;10;4;1;3640
f2s;100x100;0.5;3;13168.811;0.00875;8;4;0;3690
f2s;100x100;0.5;4;12851.934;0.00914;8;4;0;3634
f2s;100x100;0.5;5;12891.362;0.00965;8;4;0;3567
f2s;100x100;0.5;6;12796.427;0.00872;8;4;0;3603
f2s;100x100;0.5;7;12936.166;0.00873;10;4;1;3613
f2s;100x100;0.5;8;12751.071;0.01;14;4;3;3506
f2s;100x100;0.5;9;12995.357;0.00884;10;4;1;3650
f2s;100x100;0.5;10;12740.307;0.00906;10;4;1;3628
f2s;100x100;0.5;11;12750.799;0.00889;8;4;0;3619
f2s;100x100;0.5;12;13204.25;0.00874;8;4;0;3727
f2s;100x100;0.5;13;12780.053;0.00944;8;4;0;3603
f2s;100x100;0.5;14;13320.282;0.00873;8;4;0;3680
f2s;100x100;0.5;15;13003.936;0.00936;8;4;0;3588
f2s;100x100;0.5;16;12921.64;0.00883;8;4;0;3725
f2s;100x100;0.5;17;12813.943;0.00882;8;4;0;3659
f2s;100x100;0.5;18;13130.987;0.00882;8;4;0;3662
f2s;100x100;0.5;19;12884.852;0.00891;10;4;1;3587
f2s;100x100;0.5;20;13189.07;0.00898;8;4;0;3731
f2s;25x25;0.75;1;619.641;0.00108;8;4;0;179
f2s;25x25;0.75;2;622.939;0.00083;8;4;0;149
f2s;25x25;0.75;3;427.386;0.00081;8;4;0;118
f2s;25x25;0.75;4;494.062;0.00079;8;4;0;144
f2s;25x25;0.75;5;575.226;0.0009;8;4;0;162
f2s;25x25;0.75;6;576.108;0.00096;8;4;0;167
f2s;25x25;0.75;7;523.83;0.00182;8;4;0;139
f2s;25x25;0.75;8;601.377;0.00101;8;4;0;186
f2s;25x25;0.75;9;651.716;0.00081;8;4;0;182
f2s;25x25;0.75;10;629.209;0.00072;8;4;0;180
f2s;25x25;0.75;11;461.036;0.00071;8;4;0;136
f2s;25x25;0.75;12;645.646;0.00074;8;4;0;183
f2s;25x25;0.75;13;564.024;0.00072;8;4;0;161
f2s;25x25;0.75;14;601.685;0.0007;8;4;0;163
f2s;25x25;0.75;15;530.6;0.00093;8;4;0;155
f2s;25x25;0.75;16;590.67;0.00073;8;4;0;184
f2s;25x25;0.75;17;606.669;0.00069;8;4;0;153
f2s;25x25;0.75;18;584.256;0.00069;8;4;0;149
f2s;25x25;0.75;19;551.032;0.00069;8;4;0;147
f2s;25x25;0.75;20;559.461;0.00069;8;4;0;155
f2s;50x50;0.75;1;2421.63;0.00389;8;4;0;633
f2s;50x50;0.75;2;2561.713;0.00253;8;4;0;659
f2s;50x50;0.75;3;2658.06;0.00227;8;4;0;669
f2s;50x50;0.75;4;2535.408;0.00208;8;4;0;646
f2s;50x50;0.75;5;2577.674;0.00222;8;4;0;674
f2s;50x50;0.75;6;2511.18;0.00205;8;4;0;651
f2s;50x50;0.75;7;2680.356;0.0023;10;4;1;662
f2s;50x50;0.75;8;2483.325;0.0043;8;4;0;640
f2s;50x50;0.75;9;2664.838;0.00237;8;4;0;711
f2s;50x50;0.75;10;2490.776;0.00217;8;4;0;643
f2s;50x50;0.75;11;2715.086;0.00222;10;4;1;626
f2s;50x50;0.75;12;2760.552;0.0021;8;4;0;656
f2s;50x50;0.75;13;2600.901;0.0027;10;4;1;669
f2s;50x50;0.75;14;2808.633;0.00326;8;4;0;681
f2s;50x50;0.75;15;2573.192;0.00226;8;4;0;648
f2s;50x50;0.75;16;2584.94;0.00233;8;4;0;678
f2s;50x50;0.75;17;2598.069;0.00219;8;4;0;662
f2s;50x50;0.75;18;2625.755;0.0022;10;4;1;668
f2s;50x50;0.75;19;2557.687;0.00398;8;4;0;668
f2s;50x50;0.75;20;2553.256;0.00258;8;4;0;677
f2s;100x100;0.75;1;11425.76;0.00845;12;4;2;2682
f2s;100x100;0.75;2;11743.681;0.0086;24;4;8;2716
f2s;100x100;0.75;3;11712.502;0.00827;18;4;5;2711
f2s;100x100;0.75;4;11286.569;0.00833;10;4;1;2705
f2s;100x100;0.75;5;11424.874;0.00876;14;4;3;2676
f2s;100x100;0.75;6;11697.804;0.00813;8;4;0;2595
f2s;100x100;0.75;7;11446.208;0.00822;8;4;0;2717
f2s;100x100;0.75;8;11100.34;0.0083;12;4;2;2621
f2s;100x100;0.75;9;11381.31;0.00825;18;4;5;2677
f2s;100x100;0.75;10;11292.562;0.00828;14;4;3;2648
f2s;100x100;0.75;11;11771.214;0.00841;16;4;4;2713
f2s;100x100;0.75;12;11517.023;0.00821;20;4;6;2739
f2s;100x100;0.75;13;11427.208;0.00828;18;4;5;2723
f2s;100x100;0.75;14;11470.005;0.00837;12;4;2;2737
f2s;100x100;0.75;15;11494.901;0.0091;16;4;4;2762
f2s;100x100;0.75;16;11549.354;0.0088;12;4;2;2685
f2s;100x100;0.75;17;11712.066;0.01234;16;4;4;2761
f2s;100x100;0.75;18;11724.938;0.0084;16;4;4;2743
f2s;100x100;0.75;19;11406.281;0.0084;16;4;4;2797
f2s;100x100;0.75;20;11430.352;0.00835;22;4;7;2731
f2s;25x25;0.95;1;447.199;0.001;8;4;0;87
f2s;25x25;0.95;2;355.589;0.00078;8;4;0;79
f2s;25x25;0.95;3;225.935;0.00084;8;4;0;49
f2s;25x25;0.95;4;309.788;0.00105;8;4;0;73
f2s;25x25;0.95;5;302.872;0.00124;8;4;0;70
f2s;25x25;0.95;6;253.41;0.00077;8;4;0;59
f2s;25x25;0.95;7;339.429;0.0007;8;4;0;78
f2s;25x25;0.95;8;344.225;0.00067;8;4;0;86
f2s;25x25;0.95;9;211.731;0.00065;8;4;0;46
f2s;25x25;0.95;10;351.116;0.00117;8;4;0;70
f2s;25x25;0.95;11;216.065;0.00075;8;4;0;49
f2s;25x25;0.95;12;292.121;0.00073;8;4;0;58
f2s;25x25;0.95;13;284.943;0.00066;8;4;0;60
f2s;25x25;0.95;14;267.501;0.00069;8;4;0;58
f2s;25x25;0.95;15;226.52;0.00114;8;4;0;51
f2s;25x25;0.95;16;303.802;0.00071;8;4;0;64
f2s;25x25;0.95;17;359.516;0.00073;8;4;0;84
f2s;25x25;0.95;18;247.939;0.00073;8;4;0;54
f2s;25x25;0.95;19;258.052;0.00075;8;4;0;57
f2s;25x25;0.95;20;321.413;0.00189;8;4;0;79
f2s;50x50;0.95;1;1323.516;0.00239;14;4;3;267
f2s;50x50;0.95;2;1350.385;0.00321;10;4;1;314
f2s;50x50;0.95;3;1733.717;0.00207;14;4;3;364
f2s;50x50;0.95;4;919.484;0.002;10;4;1;200
f2s;50x50;0.95;5;1631.778;0.00194;10;4;1;347
f2s;50x50;0.95;6;1511.316;0.00265;10;4;1;315
f2s;50x50;0.95;7;1648.901;0.00329;10;4;1;325
f2s;50x50;0.95;8;1628.705;0.0031;8;4;0;353
f2s;50x50;0.95;9;1490.155;0.00206;8;4;0;308
f2s;50x50;0.95;10;1455.362;0.0035;12;4;2;336
f2s;50x50;0.95;11;1470.134;0.00398;10;4;1;335
f2s;50x50;0.95;12;1584.86;0.0035;14;4;3;292
f2s;50x50;0.95;13;1761.096;0.00324;8;4;0;358
